secondary_study_accession	sample_accession	secondary_sample_accession	run_accession	submission_accession	fastq_md5	fastq_ftp	submitted_ftp
ERP109205	SAMEA3734882	ERS1042031	ERR1585053	ERA689241	f376fc43881eff92ad0d2c92604f9e46;098f976cdb70eee4a02f07b42db9c3c8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585053/ERR1585053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585053/ERR1585053_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585053/20038_5#26.cram
ERP109205	SAMEA3734883	ERS1042032	ERR1585054	ERA689241	c5152d98a2a01a0128b8d255a63e8afd;2d96cba80358e40399dd167593967bca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585054/ERR1585054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585054/ERR1585054_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585054/20038_5#27.cram
ERP109205	SAMEA3734884	ERS1042033	ERR1585055	ERA689241	3825e6250880e042a13d5e4ab3bd8856;8694821aa2a65b5abab8542ab5bbe32c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585055/ERR1585055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585055/ERR1585055_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585055/20038_5#28.cram
ERP109205	SAMEA3734885	ERS1042034	ERR1585056	ERA689241	4c21ca44552efac09b22bfbc3fac9833;796f81c1a2a9aa38c6cfd45b288be0c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585056/ERR1585056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585056/ERR1585056_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585056/20038_5#29.cram
ERP109205	SAMEA3734886	ERS1042035	ERR1585057	ERA689241	0dd5e1219f168062421dfb848a86de1c;9d1adad84daced6c38ff1bc180570470	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585057/ERR1585057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585057/ERR1585057_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585057/20038_5#30.cram
ERP109205	SAMEA3734887	ERS1042036	ERR1585058	ERA689241	bc0f18f9e6bcd9833326dfac0514d577;81546d983b44f840b9c48a1102c18ea2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585058/ERR1585058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585058/ERR1585058_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585058/20038_5#31.cram
ERP109205	SAMEA3734888	ERS1042037	ERR1585059	ERA689241	c6decee109662422b53f72970f6e4b2e;dd514f08db70298fe0d910c1e25c3ead	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585059/ERR1585059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585059/ERR1585059_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585059/20038_5#32.cram
ERP109205	SAMEA3734889	ERS1042038	ERR1585060	ERA689241	76c65e3956911476ca5b370e12a61bd4;8dbc6e490fe48a292013171ff4c5f5ad	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585060/ERR1585060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585060/ERR1585060_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585060/20038_5#33.cram
ERP109205	SAMEA3734890	ERS1042039	ERR1585061	ERA689241	a25b9323d53b3be3faed772dfa81d191;03e11962299b9dc9cb3d771e6ef6df2a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585061/ERR1585061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585061/ERR1585061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585061/20038_5#34.cram
ERP109205	SAMEA3734891	ERS1042040	ERR1585062	ERA689241	9d87937ec2d3e273b9e5c7677990eff5;2e240684cb00ddb8e1e5e864b342a5db	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585062/ERR1585062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585062/ERR1585062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585062/20038_5#35.cram
ERP109205	SAMEA3734892	ERS1042041	ERR1585063	ERA689241	789e4425bfff1fc6550c812df2c61c18;e592914e93938af444b6335eaf4145c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585063/ERR1585063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585063/ERR1585063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585063/20038_5#36.cram
ERP109205	SAMEA3734893	ERS1042042	ERR1585064	ERA689241	f58235b0f0bf4c094cd32973163cee93;cd423492e99ab55784fa1aa5fcad8639	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585064/ERR1585064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585064/ERR1585064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585064/20038_5#37.cram
ERP109205	SAMEA3734894	ERS1042043	ERR1585065	ERA689241	46cd4d1d4501e7cbb1abcbaaa1ac4dd5;67329d885c09b07b2cbabfd691266731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585065/ERR1585065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585065/ERR1585065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585065/20038_5#38.cram
ERP109205	SAMEA3734895	ERS1042044	ERR1585066	ERA689241	d538910dfcacb2bffe1a9d679900591b;55cf5c0d17cf803a8f6c4efb729eeefe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585066/ERR1585066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585066/ERR1585066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585066/20038_5#39.cram
ERP109205	SAMEA3734896	ERS1042045	ERR1585067	ERA689241	890ed941e7d90b19803892251a360408;a9fb06df48a86f71d49acb9203809430	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585067/ERR1585067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585067/ERR1585067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585067/20038_5#40.cram
ERP109205	SAMEA3734897	ERS1042046	ERR1585068	ERA689241	189839100a6d0a960c8b3124ee944623;89c468908d6576e79655a9a210aebd80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585068/ERR1585068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585068/ERR1585068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585068/20038_5#41.cram
ERP109205	SAMEA3734898	ERS1042047	ERR1585069	ERA689241	97fdaf2ae2a5031c1de907ef364aaed1;c5a1580b07187600d2f2f639530c4a39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585069/ERR1585069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585069/ERR1585069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585069/20038_5#42.cram
ERP109205	SAMEA3734899	ERS1042048	ERR1585070	ERA689241	39c0fecbd8f68b63415b060a3a3a0b0e;3a193291f5e04d14b57edc32befbecf3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585070/ERR1585070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585070/ERR1585070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585070/20038_5#43.cram
ERP109205	SAMEA3734900	ERS1042049	ERR1585071	ERA689241	1593ae1a559c675ea1eba0e1b8957ec5;68fc521eb173eeb3632d9e7569a2a75d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585071/ERR1585071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585071/ERR1585071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585071/20038_5#44.cram
ERP109205	SAMEA3734901	ERS1042050	ERR1585072	ERA689241	59739a6c0e510ee0b2e608d3e617e470;df2bd5b30581ac3ff6e15f4aa8d07088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585072/ERR1585072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585072/ERR1585072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585072/20038_5#45.cram
ERP109205	SAMEA3734902	ERS1042051	ERR1585073	ERA689241	5f91739ac492ae5961b3a080ad906a39;2c0ef005e8c4d71495c5e4863b0e8340	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585073/ERR1585073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585073/ERR1585073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585073/20038_5#46.cram
ERP109205	SAMEA3734903	ERS1042052	ERR1585074	ERA689241	34485ced9d24bda56010d16847382bcc;712e2e9cc6afa0f4945111d55e80e4a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585074/ERR1585074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585074/ERR1585074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585074/20038_5#47.cram
ERP109205	SAMEA3734904	ERS1042053	ERR1585075	ERA689241	183387157703e1a29b174434549bb321;1b4d7fe8c31c7b6adae159f0d7f8f495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585075/ERR1585075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585075/ERR1585075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585075/20038_5#48.cram
ERP109205	SAMEA3734905	ERS1042054	ERR1585076	ERA689241	13831a99b60faea2c3454c625c480030;2584cc2f21305e11ff48940e9bce53e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585076/ERR1585076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585076/ERR1585076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585076/20038_5#49.cram
ERP109205	SAMEA3734906	ERS1042055	ERR1585077	ERA689241	a01f9a01edcee35a329782b38daff1a3;5426f6c4309ce132d60990972429d0af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585077/ERR1585077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585077/ERR1585077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585077/20038_5#50.cram
ERP109205	SAMEA3734907	ERS1042056	ERR1585078	ERA689241	2f0a912d0b5be065ccfec484b3c844d1;133fb329e0cac1cfbf49ef9ffc892e4e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585078/ERR1585078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585078/ERR1585078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585078/20038_5#51.cram
ERP109205	SAMEA3734908	ERS1042057	ERR1585079	ERA689241	719a0a19b781c1342c7b739a8fe4cf8a;852091646a0f77756ee379fa45411c86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585079/ERR1585079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585079/ERR1585079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585079/20038_5#52.cram
ERP109205	SAMEA3734909	ERS1042058	ERR1585080	ERA689241	f7890082fde2bb36f545fadc95a810f6;0c92cdd2c25ca14b217385ca1dbfd4ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585080/ERR1585080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585080/ERR1585080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585080/20038_5#53.cram
ERP109205	SAMEA3734910	ERS1042059	ERR1585081	ERA689241	1159eee133e4022d257b60ced52e0f92;3f3b733a314675df8bee80500e73e32f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585081/ERR1585081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585081/ERR1585081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585081/20038_5#54.cram
ERP109205	SAMEA3734911	ERS1042060	ERR1585082	ERA689241	0a4a411c422df8186c2ada5f79b99c8e;21e040a516a41c7bbb3e08ebd1a4df87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585082/ERR1585082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585082/ERR1585082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585082/20038_5#55.cram
ERP109205	SAMEA3734912	ERS1042061	ERR1585083	ERA689241	d61fdf94ce466f7c1206b995cc86c105;0e396feedab35d476dc7bf79ed69769d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585083/ERR1585083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585083/ERR1585083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585083/20038_5#56.cram
ERP109205	SAMEA3734913	ERS1042062	ERR1585084	ERA689241	bd2c1f63c55b9625fc5a7b30c6a5aacd;40b88d47da9bb6b3ca05564470cf11a6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585084/ERR1585084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585084/ERR1585084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585084/20038_5#57.cram
ERP109205	SAMEA3734914	ERS1042063	ERR1585085	ERA689241	3a47820d86f429436439640d28e3f247;6612a0816743e2cf80985ac51883ec1c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585085/ERR1585085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585085/ERR1585085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585085/20038_5#58.cram
ERP109205	SAMEA3734915	ERS1042064	ERR1585086	ERA689241	4feb14cad9ba6d600918c6f27c6145be;72b90e4cdb058b19e79936eb5586e1db	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585086/ERR1585086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585086/ERR1585086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585086/20038_5#59.cram
ERP109205	SAMEA3734916	ERS1042065	ERR1585087	ERA689241	1ba344de0a29e0e1e51c8ba814730898;a4086663e241f01a8b504ec4f6c229f2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585087/ERR1585087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585087/ERR1585087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585087/20038_5#60.cram
ERP109205	SAMEA3734917	ERS1042066	ERR1585088	ERA689241	4f046575f7f8be63b3f7338f77697ed3;9f32ec06ec6d88f7650be7916426cc4b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585088/ERR1585088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585088/ERR1585088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585088/20038_5#61.cram
ERP109205	SAMEA3734918	ERS1042067	ERR1585089	ERA689241	3552191d7ca8daf4da1e6d4726b89f9f;7f8943a78f7c0a9baa4025b21c2e4c15	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585089/ERR1585089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585089/ERR1585089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585089/20038_5#62.cram
ERP109205	SAMEA3734919	ERS1042068	ERR1585090	ERA689241	a83b179bdf9daecbcdce823efbc40fac;95df8cbfbd968a4b13047f53794f9588	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585090/ERR1585090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585090/ERR1585090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585090/20038_5#63.cram
ERP109205	SAMEA3734920	ERS1042069	ERR1585091	ERA689241	15cfd00ebd27f8461db6032375efd6ba;bacbf46b16732ccd6ee3d83962edca9a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585091/ERR1585091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585091/ERR1585091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585091/20038_5#64.cram
ERP109205	SAMEA3734921	ERS1042070	ERR1585092	ERA689241	e8acb5175dfeef552dde7d6df4d478bf;63dc495c84a217af9c85f4f03bad90af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585092/ERR1585092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585092/ERR1585092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585092/20038_5#65.cram
ERP109205	SAMEA3734922	ERS1042071	ERR1585093	ERA689241	355a36ee76a378b5befcdc2b5cc9b48b;e8742f13d3a5676c1bd3d576906dcd9a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585093/ERR1585093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585093/ERR1585093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585093/20038_5#66.cram
ERP109205	SAMEA3734923	ERS1042072	ERR1585094	ERA689241	a391fcde5f3f5303dacf2f2d1cbe1b2a;8af8ed77d2962cee19ace9a0df20bc10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585094/ERR1585094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585094/ERR1585094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585094/20038_5#67.cram
ERP109205	SAMEA3734924	ERS1042073	ERR1585095	ERA689241	26de41518f4913c093f9f0988c0264d1;f6da68d8015c6ebd3f64c9e1eac28975	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585095/ERR1585095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585095/ERR1585095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585095/20038_5#68.cram
ERP109205	SAMEA3734925	ERS1042074	ERR1585096	ERA689241	1842eeff6b21b352fc69de8482c7606c;3aa828b4164379070de0fb925f491adf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585096/ERR1585096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585096/ERR1585096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585096/20038_5#69.cram
ERP109205	SAMEA3734926	ERS1042075	ERR1585097	ERA689241	5ff27819e102d5264a849a2099bdf603;30ef01552114060b1512c51440dd2dc6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585097/ERR1585097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585097/ERR1585097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585097/20038_5#70.cram
ERP109205	SAMEA3734927	ERS1042076	ERR1585098	ERA689241	d8d19fc29b9fd6296b63bec86f2601bf;2080123c7e76cab91aa9da49f4bbee09	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585098/ERR1585098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585098/ERR1585098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585098/20038_5#71.cram
ERP109205	SAMEA3734928	ERS1042077	ERR1585099	ERA689241	73284fe157b0d2088d4fe4828c88a7f6;94118150ba2e468efd37fa358922b9a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585099/ERR1585099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585099/ERR1585099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585099/20038_5#72.cram
ERP109205	SAMEA3734930	ERS1042079	ERR1585100	ERA689241	cd0174166a3875d94f82a41e06fb58cc;948002ae962f6aa22c1f0a6ae58f6210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585100/ERR1585100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585100/ERR1585100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585100/20038_5#73.cram
ERP109205	SAMEA3734931	ERS1042080	ERR1585101	ERA689241	59238676e2080d8c6b6ea0d1ea53d64b;c2950ab968cdbb71f8a597494afae2d2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585101/ERR1585101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585101/ERR1585101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585101/20038_5#74.cram
ERP109205	SAMEA3734932	ERS1042081	ERR1585102	ERA689241	1c0037e31dd5258e0d14ba56506b8815;00a6f425f7f586b2758d7b75879fde40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585102/ERR1585102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/002/ERR1585102/ERR1585102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585102/20038_5#75.cram
ERP109205	SAMEA3734933	ERS1042082	ERR1585103	ERA689241	db507ce2e36e31dde82cc8854b469272;7c92ae8602b76e78e7f8528baca79a69	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585103/ERR1585103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/003/ERR1585103/ERR1585103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585103/20038_5#76.cram
ERP109205	SAMEA3734934	ERS1042083	ERR1585104	ERA689241	a85d3abc49f121a8de48d31bbcb14e92;6db13dc75ecae163d567e825af1d4234	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585104/ERR1585104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/004/ERR1585104/ERR1585104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585104/20038_5#77.cram
ERP109205	SAMEA3734936	ERS1042085	ERR1585105	ERA689241	8011f9b03909a66e9d737db2f8771211;af966c9880d2021a66efb47b3fd47c78	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585105/ERR1585105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/005/ERR1585105/ERR1585105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585105/20038_5#78.cram
ERP109205	SAMEA3734937	ERS1042086	ERR1585106	ERA689241	443fe83e68bfc0d3254c268bd81a36c1;b1d6514f922e0e85eead00cdc10ab95d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585106/ERR1585106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/006/ERR1585106/ERR1585106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585106/20038_5#79.cram
ERP109205	SAMEA3734939	ERS1042088	ERR1585107	ERA689241	6d33fb13f61866380cdb1a11310bf094;d5206434411497e138cb3835e7db30ed	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585107/ERR1585107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/007/ERR1585107/ERR1585107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585107/20038_5#80.cram
ERP109205	SAMEA3734940	ERS1042089	ERR1585108	ERA689241	6fc964441620280db0c7655b4de9f7eb;47ccc2222327996ff58e6803fc7cdf77	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585108/ERR1585108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/008/ERR1585108/ERR1585108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585108/20038_5#81.cram
ERP109205	SAMEA3734941	ERS1042090	ERR1585109	ERA689241	8a42a41543c62e168617169c208843e1;1c55d87fb6a8384a30bcced2822d7085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585109/ERR1585109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/009/ERR1585109/ERR1585109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585109/20038_5#82.cram
ERP109205	SAMEA3734942	ERS1042091	ERR1585110	ERA689241	be05f68f9a0ba0cc03a439c20861a11b;ccc7ef1953117ed5f69a220f2c80a8f2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585110/ERR1585110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/000/ERR1585110/ERR1585110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585110/20038_5#83.cram
ERP109205	SAMEA3734943	ERS1042092	ERR1585111	ERA689241	82d181614e800e011d6007ebe8cbf4bf;25827004e257780630f9b24c14d8e2b1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585111/ERR1585111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR158/001/ERR1585111/ERR1585111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR158/ERR1585111/20038_5#84.cram
